site;plot;canopy.cover;slope.steepness;tree.richness;location;x;y;tree.species;year;ID;initial.date;date.photo;days;days.fac;initial.mass;remain.mass;removal;deco.raw;deco.adj;deco.EN;deco.MN;deco.FR;deco.JC;rel.remain;remain;loss;prime.deco;fly.prob;ant.prob;both.prob;burried;no.flies;flies_Estimator;no.other;other_Estimator;no.ants;ants_Estimator
A;B35;0,98;35,7;4;1807;18;7;Lithocarpus glaber;2023;1;01.06.2023;03.06.2023;2;early;381;98;0;5;5;6;6;5;3;0,338961067;129;252;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1807;18;7;Lithocarpus glaber;2023;1;01.06.2023;05.06.2023;4;late;381;;0;7;7;7;7;7;;0,083423357;32;349;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1807;18;7;Lithocarpus glaber;2023;2;01.06.2023;03.06.2023;2;early;249;70;0;4,75;4,75;6;5;5;3;0,388926052;97;152;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1807;18;7;Lithocarpus glaber;2023;2;01.06.2023;05.06.2023;4;late;249;;0;7;7;7;7;7;7;0,083423357;21;228;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1807;18;7;Lithocarpus glaber;2023;3;01.06.2023;03.06.2023;2;early;353;70;0;5;5;6;6;5;3;0,338961067;120;233;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1807;18;7;Lithocarpus glaber;2023;3;01.06.2023;05.06.2023;4;late;353;;0;6,25;6,25;7;6;6;6;0,148246447;52;301;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1802;18;2;Lithocarpus glaber;2023;4;01.06.2023;03.06.2023;2;early;289;;0;5,25;5,25;6;6;5;4;0,292344143;84;205;ants;0;1;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1802;18;2;Lithocarpus glaber;2023;4;01.06.2023;05.06.2023;4;late;289;;0;6,75;6,75;7;6;7;7;0,101504495;29;260;ants;0;1;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1802;18;2;Lithocarpus glaber;2023;5;01.06.2023;03.06.2023;2;early;250;;0;5;5;6;6;5;3;0,338961067;85;165;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1802;18;2;Lithocarpus glaber;2023;5;01.06.2023;05.06.2023;4;late;250;;0;6;6;7;6;6;5;0,177654142;44;206;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1802;18;2;Lithocarpus glaber;2023;6;01.06.2023;03.06.2023;2;early;271;;1;;;;;;;;;;;0;0;0;;234;2,83325183;;;;
A;B35;0,98;35,7;4;1802;18;2;Lithocarpus glaber;2023;6;01.06.2023;05.06.2023;4;late;271;;1;;;;;;;;;;;0;0;0;;234;2,83325183;;;;
A;B35;0,98;35,7;4;1603;16;3;Schima superba;2023;7;01.06.2023;03.06.2023;2;early;273;;1;;;;;;;;;;;0;0;0;;234;2,83325183;;;;
A;B35;0,98;35,7;4;1603;16;3;Schima superba;2023;7;01.06.2023;05.06.2023;4;late;273;;1;;;;;;;;;;;0;0;0;;234;2,83325183;;;;
A;B35;0,98;35,7;4;1603;16;3;Schima superba;2023;8;01.06.2023;03.06.2023;2;early;379;;0;5,25;5,25;6;6;6;3;0,292344143;111;268;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1603;16;3;Schima superba;2023;8;01.06.2023;05.06.2023;4;late;379;;0;7;7;7;7;;;0,083423357;32;347;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1603;16;3;Schima superba;2023;9;01.06.2023;03.06.2023;2;early;308;;0;4,75;4,75;6;6;5;2;0,388926052;120;188;unknown;0;0;0;0;234;2,83325183;;;;
A;B35;0,98;35,7;4;1603;16;3;Schima superba;2023;9;01.06.2023;05.06.2023;4;late;308;;0;5,75;5,75;7;6;6;4;0,21144726;65;243;unknown;0;0;0;0;234;2,83325183;;;;
A;C32;0,97;37,7;2;1706;17;6;Castanea henryi;2023;1;01.06.2023;03.06.2023;2;early;271;;0;5,25;5,25;6;6;5;4;0,292344143;79;192;unknown;0;0;0;0;367;1,78448776;;;;
A;C32;0,97;37,7;2;1706;17;6;Castanea henryi;2023;1;01.06.2023;05.06.2023;4;late;271;;0;7;7;;;7;7;0,083423357;23;248;unknown;0;0;0;0;367;1,78448776;;;;
A;C32;0,97;37,7;2;1706;17;6;Castanea henryi;2023;2;01.06.2023;03.06.2023;2;early;329;;0;4;4;4;4;5;3;0,548959479;181;148;unknown;0;0;0;0;367;1,78448776;;;;
A;C32;0,97;37,7;2;1706;17;6;Castanea henryi;2023;2;01.06.2023;05.06.2023;4;late;329;;;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;1706;17;6;Castanea henryi;2023;3;01.06.2023;03.06.2023;2;early;277;;0;5,25;5,25;6;6;5;4;0,292344143;81;196;unknown;0;0;0;0;367;1,78448776;;;;
A;C32;0,97;37,7;2;1706;17;6;Castanea henryi;2023;3;01.06.2023;05.06.2023;4;late;277;;0;6,5;6,5;;;6;7;0,122978724;34;243;unknown;0;0;0;0;367;1,78448776;;;;
A;C32;0,97;37,7;2;0410;4;10;Castanea henryi;2023;4;01.06.2023;03.06.2023;2;early;302;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0410;4;10;Castanea henryi;2023;4;01.06.2023;05.06.2023;4;late;302;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0410;4;10;Castanea henryi;2023;5;01.06.2023;03.06.2023;2;early;274;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0410;4;10;Castanea henryi;2023;5;01.06.2023;05.06.2023;4;late;274;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0410;4;10;Castanea henryi;2023;6;01.06.2023;03.06.2023;2;early;349;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0410;4;10;Castanea henryi;2023;6;01.06.2023;05.06.2023;4;late;349;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0617;6;17;Castanea henryi;2023;7;01.06.2023;03.06.2023;2;early;337;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0617;6;17;Castanea henryi;2023;7;01.06.2023;05.06.2023;4;late;337;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0617;6;17;Castanea henryi;2023;8;01.06.2023;03.06.2023;2;early;405;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0617;6;17;Castanea henryi;2023;8;01.06.2023;05.06.2023;4;late;405;;1;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;C32;0,97;37,7;2;0617;6;17;Castanea henryi;2023;9;01.06.2023;03.06.2023;2;early;353;;0;4,5;4,5;5;5;5;3;0,441338887;156;197;unknown;0;0;0;0;367;1,78448776;;;;
A;C32;0,97;37,7;2;0617;6;17;Castanea henryi;2023;9;01.06.2023;05.06.2023;4;late;353;;;;;;;;;;;;;0;0;0;;367;1,78448776;;;;
A;E29;0,98;24,9;8;1115;11;15;Diospyros glaucifolia;2023;1;01.06.2023;03.06.2023;2;early;268;;1;;;;;;;;;;;0;0;0;;240;2,142400022;;;;
A;E29;0,98;24,9;8;1115;11;15;Diospyros glaucifolia;2023;1;01.06.2023;05.06.2023;4;late;268;;1;;;;;;;;;;;0;0;0;;240;2,142400022;;;;
A;E29;0,98;24,9;8;1115;11;15;Diospyros glaucifolia;2023;2;01.06.2023;03.06.2023;2;early;267;;;;;;;;;;;;;0;0;0;;240;2,142400022;;;;
A;E29;0,98;24,9;8;1115;11;15;Diospyros glaucifolia;2023;2;01.06.2023;05.06.2023;4;late;267;;1;;;;;;;;;;;0;0;0;;240;2,142400022;;;;
A;E29;0,98;24,9;8;1115;11;15;Diospyros glaucifolia;2023;3;01.06.2023;03.06.2023;2;early;259;;1;;;;;;;;;;;0;0;0;;240;2,142400022;;;;
A;E29;0,98;24,9;8;1115;11;15;Diospyros glaucifolia;2023;3;01.06.2023;05.06.2023;4;late;259;;1;;;;;;;;;;;0;0;0;;240;2,142400022;;;;
A;E29;0,98;24,9;8;0202;2;2;Sapindus mukorossi;2023;4;01.06.2023;03.06.2023;2;early;343;;0;4,5;4,5;6;5;4;3;0,441338887;151;192;unknown;0;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0202;2;2;Sapindus mukorossi;2023;4;01.06.2023;05.06.2023;4;late;343;;0;5,75;5,75;7;6;5;5;0,21144726;73;270;unknown;0;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0202;2;2;Sapindus mukorossi;2023;5;01.06.2023;03.06.2023;2;early;304;;0;3,25;3,25;4;4;3;2;0,699467546;213;91;unknown;0;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0202;2;2;Sapindus mukorossi;2023;5;01.06.2023;05.06.2023;4;late;304;;0;5;5;6;5;5;4;0,338961067;103;201;unknown;0;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0202;2;2;Sapindus mukorossi;2023;6;01.06.2023;03.06.2023;2;early;253;;0;3,5;3,5;4;4;3;3;0,652186675;165;88;fly;1;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0202;2;2;Sapindus mukorossi;2023;6;01.06.2023;05.06.2023;4;late;253;;0;6,75;6,75;7;7;6;7;0,101504495;26;227;fly;1;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0109;1;9;Sapindus mukorossi;2023;7;01.06.2023;03.06.2023;2;early;292;;0;5;5;7;6;;2;0,338961067;99;193;unknown;0;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0109;1;9;Sapindus mukorossi;2023;7;01.06.2023;05.06.2023;4;late;292;;0;7;7;7;7;;;0,083423357;24;268;unknown;0;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0109;1;9;Sapindus mukorossi;2023;8;01.06.2023;03.06.2023;2;early;336;;0;6,75;6,75;7;7;6;7;0,101504495;34;302;unknown;0;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0109;1;9;Sapindus mukorossi;2023;8;01.06.2023;05.06.2023;4;late;336;;0;6,666666667;6,666666667;7;;6;7;0,108265132;36;300;unknown;0;0;0;0;240;2,142400022;;;;
A;E29;0,98;24,9;8;0109;1;9;Sapindus mukorossi;2023;9;01.06.2023;03.06.2023;2;early;320;;1;;;;;;;;;;;0;0;0;;240;2,142400022;;;;
A;E29;0,98;24,9;8;0109;1;9;Sapindus mukorossi;2023;9;01.06.2023;05.06.2023;4;late;320;;1;;;;;;;;;;;0;0;0;;240;2,142400022;;;;
A;E31;0,97;21,6;1;0503;5;3;Quercus fabri;2023;1;01.06.2023;03.06.2023;2;early;301;;0;4,25;4,25;5;4;5;3;0,495092336;149;152;ants;0;1;0;0;410;2,525121801;;;;
A;E31;0,97;21,6;1;0503;5;3;Quercus fabri;2023;1;01.06.2023;05.06.2023;4;late;301;;0;7;7;7;7;7;;0,083423357;25;276;ants;0;1;0;0;410;2,525121801;;;;
A;E31;0,97;21,6;1;0503;5;3;Quercus fabri;2023;2;01.06.2023;03.06.2023;2;early;294;;1;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;0503;5;3;Quercus fabri;2023;2;01.06.2023;05.06.2023;4;late;294;;1;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;0503;5;3;Quercus fabri;2023;3;01.06.2023;03.06.2023;2;early;251;;1;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;0503;5;3;Quercus fabri;2023;3;01.06.2023;05.06.2023;4;late;251;;1;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;0312;3;12;Quercus fabri;2023;4;01.06.2023;03.06.2023;2;early;261;;0;3,75;3,75;4;4;4;3;0,601703041;157;104;ants;0;1;0;0;410;2,525121801;;;;
A;E31;0,97;21,6;1;0312;3;12;Quercus fabri;2023;4;01.06.2023;05.06.2023;4;late;261;;0;6,75;6,75;6;7;7;7;0,101504495;26;235;ants;0;1;0;0;410;2,525121801;;;;
A;E31;0,97;21,6;1;0312;3;12;Quercus fabri;2023;5;01.06.2023;03.06.2023;2;early;351;;0;3,75;3,75;4;4;4;3;0,601703041;211;140;unknown;0;0;0;0;410;2,525121801;;;;
A;E31;0,97;21,6;1;0312;3;12;Quercus fabri;2023;5;01.06.2023;05.06.2023;4;late;351;;;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;0312;3;12;Quercus fabri;2023;6;01.06.2023;03.06.2023;2;early;259;;1;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;0312;3;12;Quercus fabri;2023;6;01.06.2023;05.06.2023;4;late;259;;1;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;1709;17;9;Quercus fabri;2023;7;01.06.2023;03.06.2023;2;early;393;;0;4,5;4,5;5;5;4;4;0,441338887;173;220;fly;1;0;0;0;410;2,525121801;;;;
A;E31;0,97;21,6;1;1709;17;9;Quercus fabri;2023;7;01.06.2023;05.06.2023;4;late;393;;0;7;7;7;7;7;7;0,083423357;33;360;fly;1;0;0;0;410;2,525121801;;;;
A;E31;0,97;21,6;1;1709;17;9;Quercus fabri;2023;8;01.06.2023;03.06.2023;2;early;310;;1;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;1709;17;9;Quercus fabri;2023;8;01.06.2023;05.06.2023;4;late;310;;1;;;;;;;;;;;0;0;0;;410;2,525121801;;;;
A;E31;0,97;21,6;1;1709;17;9;Quercus fabri;2023;9;01.06.2023;03.06.2023;2;early;399;;0;4,75;4,75;5;5;5;4;0,388926052;155;244;fly;1;0;0;0;410;2,525121801;;;;
A;E31;0,97;21,6;1;1709;17;9;Quercus fabri;2023;9;01.06.2023;05.06.2023;4;late;399;;0;6,333333333;6,333333333;7;7;;5;0,139379398;56;343;fly;1;0;0;0;410;2,525121801;;;;
A;E33;0,64;27,9;1;0905;9;5;Lithocarpus glaber;2023;1;01.06.2023;03.06.2023;2;early;276;;0;4,5;4,5;5;5;5;3;0,441338887;122;154;fly;1;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0905;9;5;Lithocarpus glaber;2023;1;01.06.2023;05.06.2023;4;late;276;;;;;;;;;;;;;0;0;0;;127;2,179656976;;;;
A;E33;0,64;27,9;1;0905;9;5;Lithocarpus glaber;2023;2;01.06.2023;03.06.2023;2;early;269;;0;4,5;4,5;5;5;5;3;0,441338887;119;150;ants;0;1;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0905;9;5;Lithocarpus glaber;2023;2;01.06.2023;05.06.2023;4;late;269;;;;;;;;;;;;;0;0;0;;127;2,179656976;;;;
A;E33;0,64;27,9;1;0905;9;5;Lithocarpus glaber;2023;3;01.06.2023;03.06.2023;2;early;301;;0;4;4;5;4;4;3;0,548959479;165;136;both;0;0;1;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0905;9;5;Lithocarpus glaber;2023;3;01.06.2023;05.06.2023;4;late;301;;0;6,75;6,75;7;7;7;6;0,101504495;31;270;both;0;0;1;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0716;7;16;Lithocarpus glaber;2023;4;01.06.2023;03.06.2023;2;early;273;;0;4;4;5;4;;3;0,548959479;150;123;fly;1;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0716;7;16;Lithocarpus glaber;2023;4;01.06.2023;05.06.2023;4;late;273;;0;6;6;7;6;5;;0,177654142;48;225;fly;1;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0716;7;16;Lithocarpus glaber;2023;5;01.06.2023;03.06.2023;2;early;270;;0;4,75;4,75;5;5;5;4;0,388926052;105;165;fly;1;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0716;7;16;Lithocarpus glaber;2023;5;01.06.2023;05.06.2023;4;late;270;;0;6,666666667;6,666666667;7;7;6;;0,108265132;29;241;fly;1;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0716;7;16;Lithocarpus glaber;2023;6;01.06.2023;03.06.2023;2;early;288;;0;3,666666667;3,666666667;5;4;;2;0,618833294;178;110;unknown;0;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;0716;7;16;Lithocarpus glaber;2023;6;01.06.2023;05.06.2023;4;late;288;;0;6,5;6,5;7;7;7;5;0,122978724;35;253;unknown;0;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;1813;18;13;Lithocarpus glaber;2023;7;01.06.2023;03.06.2023;2;early;262;;0;5,333333333;5,333333333;6;6;;4;0,277667916;73;189;fly;1;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;1813;18;13;Lithocarpus glaber;2023;7;01.06.2023;05.06.2023;4;late;262;;0;7;7;7;7;7;7;0,083423357;22;240;fly;1;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;1813;18;13;Lithocarpus glaber;2023;8;01.06.2023;03.06.2023;2;early;369;;0;4,333333333;4,333333333;5;5;;3;0,477099983;176;193;unknown;0;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;1813;18;13;Lithocarpus glaber;2023;8;01.06.2023;05.06.2023;4;late;369;;0;6,5;6,5;7;7;7;5;0,122978724;45;324;unknown;0;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;1813;18;13;Lithocarpus glaber;2023;9;01.06.2023;03.06.2023;2;early;287;;0;4,666666667;4,666666667;6;5;;3;0,406176139;117;170;unknown;0;0;0;0;127;2,179656976;;;;
A;E33;0,64;27,9;1;1813;18;13;Lithocarpus glaber;2023;9;01.06.2023;05.06.2023;4;late;287;;0;6,25;6,25;7;7;6;5;0,148246447;43;244;unknown;0;0;0;0;127;2,179656976;;;;
A;E34;0,61;25,1;1;1316;13;16;Castanea henryi;2023;1;01.06.2023;03.06.2023;2;early;251;;0;5;5;5;5;5;5;0,338961067;85;166;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;1316;13;16;Castanea henryi;2023;1;01.06.2023;05.06.2023;4;late;251;;0;6;6;7;6;5;;0,177654142;45;206;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;1316;13;16;Castanea henryi;2023;2;01.06.2023;03.06.2023;2;early;306;;0;5,5;5,5;7;5;5;5;0,249716483;76;230;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;1316;13;16;Castanea henryi;2023;2;01.06.2023;05.06.2023;4;late;306;;0;7;7;7;7;7;7;0,083423357;26;280;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;1316;13;16;Castanea henryi;2023;3;01.06.2023;03.06.2023;2;early;330;;0;3;3;3;3;3;3;0,742855314;245;85;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;1316;13;16;Castanea henryi;2023;3;01.06.2023;05.06.2023;4;late;330;;0;4,75;4,75;5;5;4;5;0,388926052;128;202;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0315;3;15;Castanea henryi;2023;4;01.06.2023;03.06.2023;2;early;313;;0;4;4;4;5;4;3;0,548959479;172;141;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0315;3;15;Castanea henryi;2023;4;01.06.2023;05.06.2023;4;late;313;;0;6,75;6,75;7;7;6;7;0,101504495;32;281;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0315;3;15;Castanea henryi;2023;5;01.06.2023;03.06.2023;2;early;251;;0;4,25;4,25;4;5;4;4;0,495092336;124;127;unknown;0;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0315;3;15;Castanea henryi;2023;5;01.06.2023;05.06.2023;4;late;251;;0;6,75;6,75;7;7;6;7;0,101504495;25;226;unknown;0;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0315;3;15;Castanea henryi;2023;6;01.06.2023;03.06.2023;2;early;274;;0;3,5;3,5;4;4;3;3;0,652186675;179;95;unknown;0;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0315;3;15;Castanea henryi;2023;6;01.06.2023;05.06.2023;4;late;274;;0;6,75;6,75;7;6;7;7;0,101504495;28;246;unknown;0;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0705;7;5;Castanea henryi;2023;7;01.06.2023;03.06.2023;2;early;273;;0;4,25;4,25;6;4;4;3;0,495092336;135;138;unknown;0;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0705;7;5;Castanea henryi;2023;7;01.06.2023;05.06.2023;4;late;273;;0;7;7;7;7;7;7;0,083423357;23;250;unknown;0;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0705;7;5;Castanea henryi;2023;8;01.06.2023;03.06.2023;2;early;387;;0;3,75;3,75;4;4;4;3;0,601703041;233;154;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0705;7;5;Castanea henryi;2023;8;01.06.2023;05.06.2023;4;late;387;;0;5;5;6;6;4;4;0,338961067;131;256;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0705;7;5;Castanea henryi;2023;9;01.06.2023;03.06.2023;2;early;294;;0;4,25;4,25;5;4;4;4;0,495092336;146;148;fly;1;0;0;0;28;3,931806642;;;;
A;E34;0,61;25,1;1;0705;7;5;Castanea henryi;2023;9;01.06.2023;05.06.2023;4;late;294;;0;5,333333333;5,333333333;6;6;;4;0,277667916;82;212;fly;1;0;0;0;28;3,931806642;;;;
A;F21;0,94;36,2;1;1511;15;11;Quercus serrata;2023;1;31.05.2023;03.06.2023;3;early;321;;0;6;4,956314348;6;6;5;7;0,347472937;112;209;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1511;15;11;Quercus serrata;2023;1;31.05.2023;05.06.2023;5;late;321;;0;6,75;6,75;7;7;6;7;0,101504495;33;288;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1511;15;11;Quercus serrata;2023;2;31.05.2023;03.06.2023;3;early;295;;0;6,5;5,456314348;7;6;6;7;0,256858085;76;219;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1511;15;11;Quercus serrata;2023;2;31.05.2023;05.06.2023;5;late;295;;0;6,75;6,75;7;7;6;7;0,101504495;30;265;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1511;15;11;Quercus serrata;2023;3;31.05.2023;03.06.2023;3;early;363;;0;4,25;3,206314348;5;4;4;4;0,707345253;257;106;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1511;15;11;Quercus serrata;2023;3;31.05.2023;05.06.2023;5;late;363;;0;5,25;5,25;6;6;5;4;0,292344143;106;257;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1410;14;10;Quercus serrata;2023;4;31.05.2023;03.06.2023;3;early;347;;0;4,5;3,456314348;6;5;4;3;0,660702548;229;118;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1410;14;10;Quercus serrata;2023;4;31.05.2023;05.06.2023;5;late;347;;0;5,5;5,5;7;6;5;4;0,249716483;87;260;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1410;14;10;Quercus serrata;2023;5;31.05.2023;03.06.2023;3;early;366;;0;4,5;3,456314348;6;5;4;3;0,660702548;242;124;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1410;14;10;Quercus serrata;2023;5;31.05.2023;05.06.2023;5;late;366;;;;;;;;;;;;;0;0;0;;534;1,923293968;;;;
A;F21;0,94;36,2;1;1410;14;10;Quercus serrata;2023;6;31.05.2023;03.06.2023;3;early;267;;0;4,5;3,456314348;6;6;3;3;0,660702548;176;91;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1410;14;10;Quercus serrata;2023;6;31.05.2023;05.06.2023;5;late;267;;0;6,5;6,5;7;7;7;5;0,122978724;33;234;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1110;11;10;Quercus serrata;2023;7;31.05.2023;03.06.2023;3;early;327;;0;4;2,956314348;5;6;3;2;0,750002204;245;82;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1110;11;10;Quercus serrata;2023;7;31.05.2023;05.06.2023;5;late;327;;;;;;;;;;;;;0;0;0;;534;1,923293968;;;;
A;F21;0,94;36,2;1;1110;11;10;Quercus serrata;2023;8;31.05.2023;03.06.2023;3;early;290;;0;4,5;3,456314348;5;6;4;3;0,660702548;192;98;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1110;11;10;Quercus serrata;2023;8;31.05.2023;05.06.2023;5;late;290;;0;6,5;6,5;7;6;;;0,122978724;36;254;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1110;11;10;Quercus serrata;2023;9;31.05.2023;03.06.2023;3;early;395;;0;4,25;3,206314348;5;5;3;4;0,707345253;279;116;unknown;0;0;0;0;534;1,923293968;;;;
A;F21;0,94;36,2;1;1110;11;10;Quercus serrata;2023;9;31.05.2023;05.06.2023;5;late;395;;0;5,5;5,5;6;6;5;5;0,249716483;99;296;unknown;0;0;0;0;534;1,923293968;;;;
A;F27;0,98;36,6;4;1810;18;10;Choerospondias axillaris;2023;1;01.06.2023;03.06.2023;2;early;253;;0;2,5;2,5;3;3;2;2;0,816537096;207;46;both;0;0;1;0;131;2,187037074;;;;
A;F27;0,98;36,6;4;1810;18;10;Choerospondias axillaris;2023;1;01.06.2023;05.06.2023;4;late;253;;;;;;;;;;;;;0;0;0;;131;2,187037074;;;;
A;F27;0,98;36,6;4;1810;18;10;Choerospondias axillaris;2023;2;01.06.2023;03.06.2023;2;early;267;;0;2;2;2;2;2;2;0,872723547;233;34;ants;0;1;0;0;131;2,187037074;;;;
A;F27;0,98;36,6;4;1810;18;10;Choerospondias axillaris;2023;2;01.06.2023;05.06.2023;4;late;267;;0;6,5;6,5;7;6;;;0,122978724;33;234;ants;0;1;0;0;131;2,187037074;;;;
A;F27;0,98;36,6;4;1810;18;10;Choerospondias axillaris;2023;3;01.06.2023;03.06.2023;2;early;283;;0;4,75;4,75;6;5;4;4;0,388926052;110;173;unknown;0;0;0;0;131;2,187037074;;;;
A;F27;0,98;36,6;4;1810;18;10;Choerospondias axillaris;2023;3;01.06.2023;05.06.2023;4;late;283;;0;6,5;6,5;7;7;6;6;0,122978724;35;248;unknown;0;0;0;0;131;2,187037074;;;;
A;F27;0,98;36,6;4;0804;8;4;Choerospondias axillaris;2023;4;01.06.2023;03.06.2023;2;early;266;;0;3,5;3,5;4;3;5;2;0,652186675;173;93;unknown;0;0;0;0;131;2,187037074;;;;
A;F27;0,98;36,6;4;0804;8;4;Choerospondias axillaris;2023;4;01.06.2023;05.06.2023;4;late;266;;;;;;;;;;;;;0;0;0;;131;2,187037074;;;;
A;F27;0,98;36,6;4;0804;8;4;Choerospondias axillaris;2023;5;01.06.2023;03.06.2023;2;early;297;;0;3,5;3,5;5;4;2;3;0,652186675;194;103;unknown;0;0;0;0;131;2,187037074;;;;
