site;plot;canopy.cover;slope.steepness;tree.richness;location;x;y;tree.species;year;ID;initial.date;date.photo;days;days.fac;initial.mass;remain.mass;removal;deco.raw;deco.adj;deco.EN;deco.MN;deco.FR;deco.JC;rel.remain;remain;loss;prime.deco;fly.prob;ant.prob;both.prob;burried;no.flies;flies_Estimator;no.other;other_Estimator;no.ants;ants_Estimator
A;N9;0,98;30,9;16;0803;8;3;Quercus serrata;2023;1;01.06.2023;05.06.2023;4;late;243;;0;5,5;5,5;7;6;5;4;0,249716483;61;182;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;0803;8;3;Quercus serrata;2023;2;01.06.2023;02.06.2023;1;early;301;;0;1,75;3,371256808;2;2;1;2;0,676984896;204;97;both;0;0;1;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;0803;8;3;Quercus serrata;2023;2;01.06.2023;05.06.2023;4;late;301;;0;5,25;5,25;6;6;5;4;0,292344143;88;213;both;0;0;1;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;0803;8;3;Quercus serrata;2023;3;01.06.2023;02.06.2023;1;early;302;;0;1,5;3,121256808;2;2;1;1;0,722329975;218;84;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;0803;8;3;Quercus serrata;2023;3;01.06.2023;05.06.2023;4;late;302;;0;6;6;7;6;5;;0,177654142;54;248;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1203;12;3;Schima superba;2023;4;01.06.2023;02.06.2023;1;early;358;;0;2;3,621256808;2;2;2;2;0,628047851;225;133;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1203;12;3;Schima superba;2023;4;01.06.2023;05.06.2023;4;late;358;;0;3,75;3,75;4;6;3;2;0,601703041;215;143;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1203;12;3;Schima superba;2023;5;01.06.2023;02.06.2023;1;early;289;;0;2;3,621256808;2;2;2;2;0,628047851;182;107;both;0;0;1;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1203;12;3;Schima superba;2023;5;01.06.2023;05.06.2023;4;late;289;;0;4,5;4,5;5;6;5;2;0,441338887;128;161;both;0;0;1;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1203;12;3;Schima superba;2023;6;01.06.2023;02.06.2023;1;early;279;;0;1,5;3,121256808;2;2;1;1;0,722329975;202;77;both;0;0;1;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1203;12;3;Schima superba;2023;6;01.06.2023;05.06.2023;4;late;279;;0;4,25;4,25;4;6;4;3;0,495092336;138;141;both;0;0;1;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1707;17;7;Choerospondias axillaris;2023;7;01.06.2023;02.06.2023;1;early;251;;0;2,5;4,121256808;3;2;3;2;0,522897393;131;120;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1707;17;7;Choerospondias axillaris;2023;7;01.06.2023;05.06.2023;4;late;251;;0;6,5;6,5;7;6;;;0,122978724;31;220;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1707;17;7;Choerospondias axillaris;2023;8;01.06.2023;02.06.2023;1;early;379;;0;1,75;3,371256808;2;2;1;2;0,676984896;257;122;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1707;17;7;Choerospondias axillaris;2023;8;01.06.2023;05.06.2023;4;late;379;;0;4,5;4,5;6;6;3;3;0,441338887;167;212;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1707;17;7;Choerospondias axillaris;2023;9;01.06.2023;02.06.2023;1;early;260;;0;2;3,621256808;2;2;2;2;0,628047851;163;97;ants;0;1;0;0;320;1,74092603;;;;
A;N9;0,98;30,9;16;1707;17;7;Choerospondias axillaris;2023;9;01.06.2023;05.06.2023;4;late;260;;0;5,75;5,75;7;7;4;5;0,21144726;55;205;ants;0;1;0;0;320;1,74092603;;;;
A;O22;0,98;36,7;1;0916;9;16;Cyclobalanopsis myrsinaefolia;2023;1;31.05.2023;02.06.2023;2;early;270;;0;4,5;4,5;6;5;5;2;0,441338887;119;151;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;0916;9;16;Cyclobalanopsis myrsinaefolia;2023;1;31.05.2023;05.06.2023;5;late;270;;0;6,25;6,25;7;7;7;4;0,148246447;40;230;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;0916;9;16;Cyclobalanopsis myrsinaefolia;2023;2;31.05.2023;02.06.2023;2;early;349;;0;4,25;4,25;5;5;5;2;0,495092336;173;176;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;0916;9;16;Cyclobalanopsis myrsinaefolia;2023;2;31.05.2023;05.06.2023;5;late;349;;0;6,5;6,5;7;7;7;5;0,122978724;43;306;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;0916;9;16;Cyclobalanopsis myrsinaefolia;2023;3;31.05.2023;02.06.2023;2;early;266;;0;4,5;4,5;6;5;4;3;0,441338887;117;149;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;0916;9;16;Cyclobalanopsis myrsinaefolia;2023;3;31.05.2023;05.06.2023;5;late;266;;0;6,25;6,25;7;7;7;4;0,148246447;39;227;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1215;12;15;Cyclobalanopsis myrsinaefolia;2023;4;31.05.2023;02.06.2023;2;early;291;;0;4,5;4,5;5;5;5;3;0,441338887;128;163;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1215;12;15;Cyclobalanopsis myrsinaefolia;2023;4;31.05.2023;05.06.2023;5;late;291;;0;6;6;6;7;7;4;0,177654142;52;239;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1215;12;15;Cyclobalanopsis myrsinaefolia;2023;5;31.05.2023;02.06.2023;2;early;271;;0;4,5;4,5;5;5;5;3;0,441338887;120;151;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1215;12;15;Cyclobalanopsis myrsinaefolia;2023;5;31.05.2023;05.06.2023;5;late;271;;0;6,25;6,25;7;7;6;5;0,148246447;40;231;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1215;12;15;Cyclobalanopsis myrsinaefolia;2023;6;31.05.2023;02.06.2023;2;early;257;;0;4,75;4,75;6;5;5;3;0,388926052;100;157;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1215;12;15;Cyclobalanopsis myrsinaefolia;2023;6;31.05.2023;05.06.2023;5;late;257;;0;6,75;6,75;7;7;6;7;0,101504495;26;231;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1905;19;5;Cyclobalanopsis myrsinaefolia;2023;7;31.05.2023;02.06.2023;2;early;318;;0;2,5;2,5;3;3;2;2;0,816537096;260;58;ants;0;1;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1905;19;5;Cyclobalanopsis myrsinaefolia;2023;7;31.05.2023;05.06.2023;5;late;318;;;;;;;;;;;;;0;0;0;;276;2,103926174;;;;
A;O22;0,98;36,7;1;1905;19;5;Cyclobalanopsis myrsinaefolia;2023;8;31.05.2023;02.06.2023;2;early;252;;0;3;3;3;3;2;4;0,742855314;187;65;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1905;19;5;Cyclobalanopsis myrsinaefolia;2023;8;31.05.2023;05.06.2023;5;late;252;;;;;;;;;;;;;0;0;0;;276;2,103926174;;;;
A;O22;0,98;36,7;1;1905;19;5;Cyclobalanopsis myrsinaefolia;2023;9;31.05.2023;02.06.2023;2;early;251;;0;2,5;2,5;3;3;1;3;0,816537096;205;46;unknown;0;0;0;0;276;2,103926174;;;;
A;O22;0,98;36,7;1;1905;19;5;Cyclobalanopsis myrsinaefolia;2023;9;31.05.2023;05.06.2023;5;late;251;;0;6,25;6,25;6;7;7;5;0,148246447;37;214;unknown;0;0;0;0;276;2,103926174;;;;
A;O27;0,98;30,4;1;0619;6;19;Choerospondias axillaris;2023;1;31.05.2023;02.06.2023;2;early;324;;0;3,25;3,25;2;2;5;4;0,699467546;227;97;unknown;0;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0619;6;19;Choerospondias axillaris;2023;1;31.05.2023;05.06.2023;5;late;324;;0;5,666666667;5,666666667;6;;6;5;0,223707363;72;252;unknown;0;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0619;6;19;Choerospondias axillaris;2023;2;31.05.2023;02.06.2023;2;early;298;173;0;3,75;3,75;5;3;4;3;0,601703041;179;119;fly;1;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0619;6;19;Choerospondias axillaris;2023;2;31.05.2023;05.06.2023;5;late;298;;;;;;;;;;;;;0;0;0;;212;1,910836;;;;
A;O27;0,98;30,4;1;0619;6;19;Choerospondias axillaris;2023;3;31.05.2023;02.06.2023;2;early;255;177;0;4,5;4,5;5;6;4;3;0,441338887;113;142;unknown;0;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0619;6;19;Choerospondias axillaris;2023;3;31.05.2023;05.06.2023;5;late;255;;0;5,666666667;5,666666667;6;;7;4;0,223707363;57;198;unknown;0;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0918;9;18;Choerospondias axillaris;2023;4;31.05.2023;02.06.2023;2;early;277;38;0;5,5;5,5;5;6;6;5;0,249716483;69;208;unknown;0;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0918;9;18;Choerospondias axillaris;2023;4;31.05.2023;05.06.2023;5;late;277;;0;6;6;;;7;5;0,177654142;49;228;unknown;0;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0918;9;18;Choerospondias axillaris;2023;5;31.05.2023;02.06.2023;2;early;262;86;0;4,666666667;4,666666667;5;;5;4;0,406176139;106;156;fly;1;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0918;9;18;Choerospondias axillaris;2023;5;31.05.2023;05.06.2023;5;late;262;;0;6;6;;;7;5;0,177654142;47;215;fly;1;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;0918;9;18;Choerospondias axillaris;2023;6;31.05.2023;02.06.2023;2;early;277;;;;;;;;;;;;;0;0;0;;212;1,910836;;;;
A;O27;0,98;30,4;1;0918;9;18;Choerospondias axillaris;2023;6;31.05.2023;05.06.2023;5;late;277;;1;;;;;;;;;;;0;0;0;;212;1,910836;;;;
A;O27;0,98;30,4;1;1318;13;18;Choerospondias axillaris;2023;7;31.05.2023;02.06.2023;2;early;360;276;0;2,5;2,5;2;3;3;2;0,816537096;294;66;unknown;0;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;1318;13;18;Choerospondias axillaris;2023;7;31.05.2023;05.06.2023;5;late;360;;0;6,666666667;6,666666667;7;7;6;;0,108265132;39;321;unknown;0;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;1318;13;18;Choerospondias axillaris;2023;8;31.05.2023;02.06.2023;2;early;266;90;0;4;4;4;4;5;3;0,548959479;146;120;fly;1;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;1318;13;18;Choerospondias axillaris;2023;8;31.05.2023;05.06.2023;5;late;266;;0;5,666666667;5,666666667;6;;6;5;0,223707363;60;206;fly;1;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;1318;13;18;Choerospondias axillaris;2023;9;31.05.2023;02.06.2023;2;early;267;72;0;5,75;5,75;6;6;6;5;0,21144726;56;211;fly;1;0;0;0;212;1,910836;;;;
A;O27;0,98;30,4;1;1318;13;18;Choerospondias axillaris;2023;9;31.05.2023;05.06.2023;5;late;267;;0;6,5;6,5;7;7;7;5;0,122978724;33;234;fly;1;0;0;0;212;1,910836;;;;
A;P19;0,98;32,1;4;1300;13;0;Liquidambar formosana;2023;1;31.05.2023;02.06.2023;2;early;444;326;0;2,5;2,5;3;3;2;2;0,816537096;363;81;ants;0;1;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1300;13;0;Liquidambar formosana;2023;1;31.05.2023;05.06.2023;5;late;444;;0;5;5;5;6;5;4;0,338961067;150;294;ants;0;1;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1300;13;0;Liquidambar formosana;2023;2;31.05.2023;02.06.2023;2;early;380;228;0;2,75;2,75;3;3;3;2;0,781932048;297;83;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1300;13;0;Liquidambar formosana;2023;2;31.05.2023;05.06.2023;5;late;380;;0;5;5;5;6;5;4;0,338961067;129;251;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1300;13;0;Liquidambar formosana;2023;3;31.05.2023;02.06.2023;2;early;257;209;0;2,75;2,75;3;3;2;3;0,781932048;201;56;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1300;13;0;Liquidambar formosana;2023;3;31.05.2023;05.06.2023;5;late;257;;0;5,75;5,75;6;6;6;5;0,21144726;54;203;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1001;10;1;Sapindus mukorossi;2023;4;31.05.2023;02.06.2023;2;early;294;158;0;4;4;4;5;4;3;0,548959479;161;133;fly;1;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1001;10;1;Sapindus mukorossi;2023;4;31.05.2023;05.06.2023;5;late;294;;0;6;6;6;7;5;;0,177654142;52;242;fly;1;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1001;10;1;Sapindus mukorossi;2023;5;31.05.2023;02.06.2023;2;early;295;223;0;3;3;4;3;3;2;0,742855314;219;76;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1001;10;1;Sapindus mukorossi;2023;5;31.05.2023;05.06.2023;5;late;295;;0;4,5;4,5;5;5;4;4;0,441338887;130;165;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1001;10;1;Sapindus mukorossi;2023;6;31.05.2023;02.06.2023;2;early;326;71;0;4,75;4,75;5;5;5;4;0,388926052;127;199;ants;0;1;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1001;10;1;Sapindus mukorossi;2023;6;31.05.2023;05.06.2023;5;late;326;;0;6,25;6,25;7;7;6;5;0,148246447;48;278;ants;0;1;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1401;14;1;Sapindus mukorossi;2023;7;31.05.2023;02.06.2023;2;early;283;93;0;4,25;4,25;5;5;5;2;0,495092336;140;143;fly;1;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1401;14;1;Sapindus mukorossi;2023;7;31.05.2023;05.06.2023;5;late;283;;0;6,75;6,75;7;7;6;7;0,101504495;29;254;fly;1;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1401;14;1;Sapindus mukorossi;2023;8;31.05.2023;02.06.2023;2;early;316;;0;5;5;5;6;;4;0,338961067;107;209;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1401;14;1;Sapindus mukorossi;2023;8;31.05.2023;05.06.2023;5;late;316;;0;7;7;7;7;;7;0,083423357;26;290;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1401;14;1;Sapindus mukorossi;2023;9;31.05.2023;02.06.2023;2;early;311;;0;5,5;5,5;5;6;;;0,249716483;78;233;unknown;0;0;0;0;211;2,266685141;;;;
A;P19;0,98;32,1;4;1401;14;1;Sapindus mukorossi;2023;9;31.05.2023;05.06.2023;5;late;311;;0;7;7;7;7;;;0,083423357;26;285;unknown;0;0;0;0;211;2,266685141;;;;
A;P23;0,98;30,8;2;1812;18;12;Schima superba;2023;1;31.05.2023;02.06.2023;2;early;258;;0;2;2;2;2;2;2;0,872723547;225;33;fly;1;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1812;18;12;Schima superba;2023;1;31.05.2023;05.06.2023;5;late;258;;0;5,25;5,25;6;6;5;4;0,292344143;75;183;fly;1;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1812;18;12;Schima superba;2023;2;31.05.2023;02.06.2023;2;early;279;;0;2,75;2,75;3;3;3;2;0,781932048;218;61;fly;1;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1812;18;12;Schima superba;2023;2;31.05.2023;05.06.2023;5;late;279;;0;5,5;5,5;6;6;6;4;0,249716483;70;209;fly;1;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1812;18;12;Schima superba;2023;3;31.05.2023;02.06.2023;2;early;262;;0;3,25;3,25;3;3;4;3;0,699467546;183;79;fly;1;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1812;18;12;Schima superba;2023;3;31.05.2023;05.06.2023;5;late;262;;0;5,75;5,75;7;6;6;4;0,21144726;55;207;fly;1;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1512;15;12;Schima superba;2023;4;31.05.2023;02.06.2023;2;early;327;;0;3,75;3,75;4;4;4;3;0,601703041;197;130;both;0;0;1;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1512;15;12;Schima superba;2023;4;31.05.2023;05.06.2023;5;late;327;;0;5;5;5;5;6;4;0,338961067;111;216;both;0;0;1;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1512;15;12;Schima superba;2023;5;31.05.2023;02.06.2023;2;early;274;;0;3,75;3,75;4;4;4;3;0,601703041;165;109;unknown;0;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1512;15;12;Schima superba;2023;5;31.05.2023;05.06.2023;5;late;274;;0;6;6;7;6;;5;0,177654142;49;225;unknown;0;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1512;15;12;Schima superba;2023;6;31.05.2023;02.06.2023;2;early;287;;0;3,75;3,75;4;4;4;3;0,601703041;173;114;fly;1;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1512;15;12;Schima superba;2023;6;31.05.2023;05.06.2023;5;late;287;;0;5,5;5,5;6;6;6;4;0,249716483;72;215;fly;1;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1417;14;17;Schima superba;2023;7;31.05.2023;02.06.2023;2;early;392;;0;3,75;3,75;5;5;3;2;0,601703041;236;156;unknown;0;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1417;14;17;Schima superba;2023;7;31.05.2023;05.06.2023;5;late;392;;0;6,666666667;6,666666667;7;7;6;;0,108265132;42;350;unknown;0;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1417;14;17;Schima superba;2023;8;31.05.2023;02.06.2023;2;early;308;;0;3,25;3,25;3;4;4;2;0,699467546;215;93;unknown;0;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1417;14;17;Schima superba;2023;8;31.05.2023;05.06.2023;5;late;308;;0;6,333333333;6,333333333;7;6;;6;0,139379398;43;265;unknown;0;0;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1417;14;17;Schima superba;2023;9;31.05.2023;02.06.2023;2;early;298;;0;2,5;2,5;2;2;4;2;0,816537096;243;55;ants;0;1;0;0;193;1,700636196;;;;
A;P23;0,98;30,8;2;1417;14;17;Schima superba;2023;9;31.05.2023;05.06.2023;5;late;298;;0;5,25;5,25;6;7;5;3;0,292344143;87;211;ants;0;1;0;0;193;1,700636196;;;;
A;P26;0,98;26,8;2;1807;18;7;Quercus serrata;2023;1;31.05.2023;02.06.2023;2;early;232;121;0;4;4;5;4;4;3;0,548959479;127;105;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1807;18;7;Quercus serrata;2023;1;31.05.2023;05.06.2023;5;late;232;;0;6,5;6,5;7;7;7;5;0,122978724;29;203;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1807;18;7;Quercus serrata;2023;2;31.05.2023;02.06.2023;2;early;222;112;0;4,5;4,5;5;4;5;4;0,441338887;98;124;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1807;18;7;Quercus serrata;2023;2;31.05.2023;05.06.2023;5;late;222;;;;;;;;;;;;;0;0;0;;108;3,412125516;;;;
A;P26;0,98;26,8;2;1807;18;7;Quercus serrata;2023;3;31.05.2023;02.06.2023;2;early;236;140;0;4;4;5;4;4;3;0,548959479;130;106;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1807;18;7;Quercus serrata;2023;3;31.05.2023;05.06.2023;5;late;236;;0;5,25;5,25;6;6;5;4;0,292344143;69;167;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1705;17;5;Castanopsis sclerophylla;2023;4;31.05.2023;02.06.2023;2;early;236;45;0;5,75;5,75;6;6;6;5;0,21144726;50;186;unknown;0;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1705;17;5;Castanopsis sclerophylla;2023;4;31.05.2023;05.06.2023;5;late;236;;0;6,5;6,5;7;7;7;5;0,122978724;29;207;unknown;0;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1705;17;5;Castanopsis sclerophylla;2023;5;31.05.2023;02.06.2023;2;early;223;168;0;2,75;2,75;4;3;2;2;0,781932048;174;49;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1705;17;5;Castanopsis sclerophylla;2023;5;31.05.2023;05.06.2023;5;late;223;;;;;;;;;;;;;0;0;0;;108;3,412125516;;;;
A;P26;0,98;26,8;2;1705;17;5;Castanopsis sclerophylla;2023;6;31.05.2023;02.06.2023;2;early;226;153;0;3,5;3,5;4;3;4;3;0,652186675;147;79;unknown;0;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1705;17;5;Castanopsis sclerophylla;2023;6;31.05.2023;05.06.2023;5;late;226;;;;;;;;;;;;;0;0;0;;108;3,412125516;;;;
A;P26;0,98;26,8;2;1611;16;11;Quercus serrata;2023;7;31.05.2023;02.06.2023;2;early;249;167;0;4,25;4,25;5;5;4;3;0,495092336;123;126;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1611;16;11;Quercus serrata;2023;7;31.05.2023;05.06.2023;5;late;249;;0;6,25;6,25;7;6;7;5;0,148246447;37;212;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1611;16;11;Quercus serrata;2023;8;31.05.2023;02.06.2023;2;early;249;151;0;4,25;4,25;5;5;4;3;0,495092336;123;126;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1611;16;11;Quercus serrata;2023;8;31.05.2023;05.06.2023;5;late;249;;0;6;6;6;6;7;5;0,177654142;44;205;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1611;16;11;Quercus serrata;2023;9;31.05.2023;02.06.2023;2;early;267;136;0;5;5;6;6;4;4;0,338961067;91;176;fly;1;0;0;0;108;3,412125516;;;;
A;P26;0,98;26,8;2;1611;16;11;Quercus serrata;2023;9;31.05.2023;05.06.2023;5;late;267;;0;6,5;6,5;7;7;6;6;0,122978724;33;234;fly;1;0;0;0;108;3,412125516;;;;
A;P28;0,98;19,4;8;0206;2;6;Liquidambar formosana;2023;1;31.05.2023;02.06.2023;2;early;314;121;0;5,25;5,25;6;6;5;4;0,292344143;92;222;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0206;2;6;Liquidambar formosana;2023;1;31.05.2023;05.06.2023;5;late;314;;0;7;7;7;7;7;7;0,083423357;26;288;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0206;2;6;Liquidambar formosana;2023;2;31.05.2023;02.06.2023;2;early;276;92;0;3,75;3,75;5;4;4;2;0,601703041;166;110;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0206;2;6;Liquidambar formosana;2023;2;31.05.2023;05.06.2023;5;late;276;;0;5,333333333;5,333333333;6;7;;3;0,277667916;77;199;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0206;2;6;Liquidambar formosana;2023;3;31.05.2023;02.06.2023;2;early;273;;0;4;4;3;5;4;4;0,548959479;150;123;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0206;2;6;Liquidambar formosana;2023;3;31.05.2023;05.06.2023;5;late;273;;0;6,5;6,5;6;7;;;0,122978724;34;239;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0310;3;10;Choerospondias axillaris;2023;4;31.05.2023;02.06.2023;2;early;258;43;0;5;5;5;5;5;5;0,338961067;87;171;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0310;3;10;Choerospondias axillaris;2023;4;31.05.2023;05.06.2023;5;late;258;;0;7;7;7;7;7;7;0,083423357;22;236;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0310;3;10;Choerospondias axillaris;2023;5;31.05.2023;02.06.2023;2;early;311;110;0;4,333333333;4,333333333;5;;5;3;0,477099983;148;163;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0310;3;10;Choerospondias axillaris;2023;5;31.05.2023;05.06.2023;5;late;311;;0;6;6;6;7;6;5;0,177654142;55;256;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0310;3;10;Choerospondias axillaris;2023;6;31.05.2023;02.06.2023;2;early;306;15;0;5;5;5;5;7;3;0,338961067;104;202;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0310;3;10;Choerospondias axillaris;2023;6;31.05.2023;05.06.2023;5;late;306;;0;6,75;6,75;6;7;7;7;0,101504495;31;275;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0115;1;15;Liquidambar formosana;2023;7;31.05.2023;02.06.2023;2;early;288;244;0;3,25;3,25;4;4;3;2;0,699467546;201;87;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0115;1;15;Liquidambar formosana;2023;7;31.05.2023;05.06.2023;5;late;288;;0;5,5;5,5;5;6;7;4;0,249716483;72;216;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0115;1;15;Liquidambar formosana;2023;8;31.05.2023;02.06.2023;2;early;246;169;0;3,5;3,5;4;4;4;2;0,652186675;160;86;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0115;1;15;Liquidambar formosana;2023;8;31.05.2023;05.06.2023;5;late;246;;0;5,5;5,5;5;6;7;4;0,249716483;61;185;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0115;1;15;Liquidambar formosana;2023;9;31.05.2023;02.06.2023;2;early;246;220;0;3,5;3,5;4;4;3;3;0,652186675;160;86;unknown;0;0;0;0;219;2,618596496;;;;
A;P28;0,98;19,4;8;0115;1;15;Liquidambar formosana;2023;9;31.05.2023;05.06.2023;5;late;246;;0;6,25;6,25;6;7;7;5;0,148246447;36;210;unknown;0;0;0;0;219;2,618596496;;;;
A;Q21;0,94;37,3;2;0119;1;19;Cyclobalanopsis glauca;2023;1;31.05.2023;02.06.2023;2;early;274;;0;2,25;2,25;2;2;3;2;0,846727117;232;42;ants;0;1;0;0;171;3,929723399;;;;
A;Q21;0,94;37,3;2;0119;1;19;Cyclobalanopsis glauca;2023;1;31.05.2023;05.06.2023;5;late;274;;;;;;;;;;;;;0;0;0;;171;3,929723399;;;;
